pl_name,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,st_lum,hab
KOI-351 h,11.3,203,0.911829,294,1.01,-0.011,6080,1.2,1.2,0.26853,0
KOI-351 e,2.66,7.56,2.21,450,0.42,0,6080,1.2,1.2,0.26853,0
HD 39194 d,1.83,4,3.59,,0.185,0.333,5205,0.67,0.783742,-0.40894,0
Kepler-1563 b,0.75,0.347,4.52,1134,0.0442,0,5765,1,0.99,-0.0102,0
Kepler-500 b,2.58,7.18,2.3,909,0.08361,0,5813,1.02,1.03,0.11615,0
Kepler-530 b,3.01,9.32,1.88,488,0.21491,0,5697,0.97,0.89,-0.13247,0
KMT-2019-BLG-1216L b,5.98,29.87587026,0.768,,2.44,,,0.39,,,0
Kepler-173 b,1.29,2.21,5.66,1179,0.048,0,6031,1.067,0.949,0.07365,0
HD 12484 b,13.2,947.1334,2.26,,0.297,0.07,5920,1.01,1.001848,0.02217,0
Kepler-361 c,2.52,6.9,2.37,568,0.3,0,6169,1.191,1.343,0.45876,0
Kepler-265 e,2.59,7.22,2.28,476,0.319,0,5835,0.97,1.103,0.00548,0
Kepler-1724 b,2.83677238,8.43,2.03,999,0.0683,0,6092,1.016,0.943,0.05537,0
KMT-2019-BLG-2974L b,11.4,88.99195396,0.33,,2,,,0.47,,,0
Kepler-1144 b,1.99,4.62,3.22,811,0.1291,0,5753,0.98,0.96,0.05604,0
Kepler-1440 b,1.26,2.13,5.85,597,0.23431,0,5698,0.98,0.96,0.37679,0
Kepler-188 b,1.68,3.46,4.01,1463,0.032,0,6021,1.021,1.141,0.03447,0
Kepler-296 b,1.61,3.22,3,495,0.079,0.33,3740,0.498,0.48,-1.50864,0
Kepler-388 c,0.86,0.566,4.89,515,0.093,0,4498,0.635,0.586,-0.43932,0
TrES-2 b,15.24424,473.5667,0.884,1466,0.03568,0,5850,1.36,1.12,0.03841,0
Kepler-1661 b,3.87,17,1.6,243,0.633,0.057,5100,0.841,0.762,-0.51299,0
Kepler-332 c,1.09,1.32,5.6,550,0.114,0,4955,0.743,0.72,-0.5837,0
Kepler-1393 b,0.8,0.437,4.69,1249,0.0337,0,5697,0.95,0.92,0.15136,0
Kepler-304 b,2.86,8.55,2.01,875,0.039,0,4731,0.737,0.687,-0.6616,0
Kepler-1464 c,1,0.972,5.34,1023,0.06101,0,5828,1.02,1.01,0.42978,0
NGTS-26 b,14.88552637,92.80589484,0.153,1331,0.049,0,5550,0.96,1.16,0.10106,0
Kepler-1502 b,3.18,10.2,1.74,608,0.2482,0,6666,1.44,1.72,0.74202,0
Kepler-1022 b,2.36,6.17,2.58,512,0.0805,0,4445,0.71,0.68,-0.85831,0
Kepler-1861 b,2.20677414,5.5,2.81,617,0.24082,0,5855,1.161,1.373,0.30017,0
Kepler-1380 b,1.43,2.63,4.94,786,0.0917,0,5570,0.96,0.94,0.47259,0
eps CrB b,12.7,2129.461,5.71,,1.3,0.11,4406,1.7,21,2.23521,0
HIP 21152 b,12,7627.881768,24.3,1300,17,0.36,6655,1.4,1.59186,0.63565,0
Kepler-112 c,2.4,6.35,2.52,538,0.172,0,5544,0.782,0.841,-0.08612,0
HD 103891 b,13.2,918.5240962,2.19,,3.27,0.31,6072,1.28,2.22,0.78604,0
Kepler-887 b,1.84,4.04,3.56,785,0.15431,0,6194,1.19,1.29,0.44617,0
Kepler-154 b,2.26,5.73,2.73,561,0.198,0,5690,0.933,1.001,0.03322,0
HAT-P-62 b,12.02723629,241.8674177,0.77,1512,0.03772,0.101,5629,1.023,1.17,0.09061,0
Kepler-1370 c,1.27,2.15,5.77,1075,0.08084,0,6202,1.19,1.29,0.45795,0
HD 219666 b,4.898,17.6,0.87,1076,0.06356,0.05,5540,1.02,1.059,-0.0278,0
Kepler-1967 b,0.73022577,0.315,4.45,1086,0.06686,0,4970,0.996,1.806,-0.56664,0
HD 194490 b,12.4,3561.902957,10.3,,11.116,0.251,5861.32,1.06,1.14911,0.1474,0
Kepler-393 b,1.29,2.21,5.66,1052,0.091,0,6189,1.256,1.382,0.52394,0
HD 118203 b,12.778238,680.152791,1.79,1361,0.0713,0.3136,5742,1.27,2.04,0.6458,0
Kepler-1735 b,1.19429134,1.84,5.94,502,0.0621,0,3975,0.535,0.509,-1.19302,0
Kepler-301 b,1.35,2.39,5.34,1278,0.036,0,5815,1.022,0.9,-0.07963,0
HD 116029 c,13.7,403.6441,0.863,,,0.038,4951,1.33,4.6,1.05308,0
HD 211403 b,12.8,1760.769375,4.61,380,0.768,0.084,6273,1.2,1.206,0.36406,0
Kepler-1613 b,2.08,4.98,3.04,1926,0.02755,0,6005,1.08,1.12,0.63777,0
Kepler-1532 b,1.35,2.39,5.34,1681,0.0206,0,5559,0.91,0.88,-0.14116,0
HD 158259 d,2.18,5.41,2.87,,,,5801.89,1.08,1.21,0.21233,0
Kepler-965 b,3.38,11.4,1.62,393,0.50998,0,5886,1.05,1.15,0.14794,0
Kepler-513 b,2.2,5.48,2.83,623,0.1779,0,5849,1.02,1.06,0.07874,0
Kepler-418 b,13.45,349.6112477,,434,0.39249,0.2,5820,0.98,1.09,0.11114,0
Kepler-1435 b,0.86,0.566,4.89,1331,0.05456,0,6356,1.21,1.32,0.4683,0
HD 188641 b,11.9,9333.031172,30.4,,12.027,0.034,5897.32,1.07,1.94492,0.61512,0
Kepler-431 b,0.764,0.37,4.56,1032,0.0719,0,6004,1.071,1.092,0.49839,0
TOI-1279 b,2.66146528,10.6,3.05,759,0.085,0,5457,0.8784,0.8426,-0.24336,0
Kepler-1575 b,1.31,2.27,5.55,1312,0.0366,0,5667,0.95,0.92,-0.03716,0
K2-187 b,1.2,1.87,5.95,1815,0.0164,,5438,0.966999,0.83,-0.19607,0
KOI-94 b,1.71,10.5,10.1,1486,0.05119,0.25,6182,1.277,1.52,0.479,0
KOI-94 d,11.27,106,0.363,806,0.1684,0.022,6182,1.277,1.52,0.479,0
Kepler-63 b,6.11,120,3,791,0.08,0.45,5576,0.984,0.901,-0.157,0
Kepler-81 b,2.42,17.2,6.67,635,0.0522,0,4385,0.64,0.59,-0.88941,0
KMT-2020-BLG-0414L c,12.2,4894.557468,14.8,,0.12,,,0.259,,,0
Kepler-87 b,13.49,324.2,0.729,478,0.481,0.036,5600,1.1,1.82,0.32604,0
Gaia22dkvL b,14.1,187.8365885,0.368,,1.4,,,1.145,,,0
Kepler-1065 c,1.6,3.19,4.28,1256,0.0344,0,5635,0.94,0.93,-0.11584,0
Kepler-1965 b,1.35415138,2.4,5.31,492,0.22971,0,5852,0.928,0.837,-0.07602,0
WASP-133 b,13.56289,368.6828,0.88,1790,0.0345,0.17,5700,1.16,1.44,0.30545,0
Kepler-389 c,1.46,2.73,4.82,636,0.11,0,5376,0.765,0.792,-0.51588,0
HD 6718 b,13.5,533.9544,1.19,,3.55,0.1,5801,1.08,0.95,0.0531,0
K2-184 b,1.47,2.76,4.77,533,0.1685,,5245,0.84,0.75,-0.39912,0
WASP-148 c,13.9,124.5887355,0.255,590,0.2044,0.1809,5555,0.954,0.912,-0.13906,0
Kepler-777 b,1.47,2.76,4.77,569,0.0519,0,4043,0.58,0.56,-0.96766,0
Kepler-56 c,9.8,181,1.06,1087,0.1652,0,4840,1.32,4.23,0.90455,0
KIC 10001893 b,,,,,,,27500,0.47,0.18,1.43069,0
Kepler-62 b,1.31,9,,750,0.0553,0,4925,0.69,0.64,-0.678,0
HD 21520 b,2.697,17.7,1.35,637,0.1726,0,5871,1.09,1.044,0.06595,0
Kepler-1987 e,1.92,4.35,3.38,643,0.0765,0,4769,0.799,0.714,-0.61631,0
TOI-1758 b,3.62,6.9,0.83,551.44,0.141409,0,5169,0.88,0.81,-0.37263,0
KMT-2016-BLG-1105L b,1.33,2.32,5.42,,2.44,,,0.41,,,0
TOI-6478 b,4.6,19.2,1.08,204.4,0.1136,,3230,0.23,0.234,-2.24244,0
Kepler-1338 b,0.92,0.721,5.09,2124,0.01937,0,5909,1.04,1.05,0.24719,0
Kepler-961 b,2.55,7.04,2.33,642,0.12585,0,5582,0.96,0.9,-0.19378,0
HD 35843 b,2.29,5.84,2.67,,0.088,0,5666,0.94,0.897,-0.12494,0
OGLE-2018-BLG-1011L c,13.2,890,2.13,,0.8,,,0.18,,,0
Kepler-1265 b,1.35,2.39,5.34,732,0.0612,0,4630,0.71,0.69,-0.70004,0
Kepler-184 b,2.36,6.17,2.58,780,0.092,0,5788,0.872,0.873,-0.22509,0
Kepler-238 e,5.6,169.7,0.54,731,0.17286,0,5800,1.06,0.96,0.43048,0
Kepler-410 A b,2.838,8.44,2.03,866,0.1226,0.17,6273,1.214,1.352,0.435,0
OGLE-2016-BLG-1800L b,13.2,823.1755741,1.97,,1.88,,,0.41,,,0
Kepler-85 e,1.27,0.6,1.6,559,0.163,0,5436,0.947,0.893,-0.2123,0
Kepler-130 d,1.64,3.33,4.15,451,0.377,0.8,5884,0.927,1.127,0.19831,0
HIP 8541 b,12.6,2451.728332,6.73,,3.729,0.36,4670,2.009,7.83,1.40483,0
Kepler-1886 b,2.58158428,7.18,2.29,580,0.16,0,5745,0.928,0.837,-0.16101,0
Kepler-542 b,1.57,3.09,4.39,698,0.10703,0,5526,0.93,0.9,-0.12185,0
HD 62364 b,12.1,5965.639199,18.5,,6.15,0.607,6255,1.157,1.401,0.43297,0
TOI-1749 b,1.39,57,,831,0.0291,0.14,3985,0.58,0.55,-1.15649,0
Kepler-1634 b,3.19,10.3,1.74,282,1.0525,0,5474,0.92,0.89,-0.26507,0
Kepler-99 b,1.48,6.15,10.9,810,0.05071,0,4782,0.79,0.73,-0.58545,0
K2-393 b,2.352,6.13,2.59,,,,5678,0.881,1.071,0.04296,0
K2-5 c,2.26,5.73,2.73,456,0.0818,,3930,0.61,0.57,-1.08341,0
HAT-P-11 c,13.2,851.7801308,2.04,,4.1,0.652,4653,0.811,0.683,-0.56702,0
Kepler-1416 b,0.88,0.615,4.96,1870,0.0257,0,6019,1.09,1.15,0.28393,0
Kepler-1701 b,2.22186207,5.57,2.79,273,0.5738,0,5146,0.87,0.840217,-0.35064,0
Kepler-1578 b,1.04,1.12,5.47,1700,0.0252,0,5545,0.9,0.86,-0.16523,0
KOI-55 c,0.867,0.655,5.52,,0.0076,,27730,0.496,0.203,1.36,0
HD 45364 b,9.03,60.16491745,0.449,,0.6793,0.067,5466,0.82,0.89,-0.19586,0
Kepler-1772 b,2.68609988,7.68,2.18,1155,0.04391,0,5541,0.942,0.934,0.47201,0
Kepler-1862 b,2.203,5.49,2.82,645,0.1199,0,5644,0.9,0.806,-0.21515,0
Kepler-990 b,2.6,7.27,2.27,903,0.08595,0,5948,1.05,1.08,-0.05003,0
Kepler-1537 b,1.18,1.76,5.89,1800,0.0245,0,5079,0.81,0.77,-0.42348,0
Kepler-1593 b,3.17,10.2,1.76,260,0.55494,0,4995,0.81,0.77,-0.652,0
Kepler-328 b,2.3,28.5,7.8,602,0.2199,0,6064,1.15,1.06,0.44013,0
Kepler-511 c,4.20964327,16.5,1.22,742,0.17177,0,5866,0.958,1.417,0.49754,0
K2-198 b,4.189,16.3,1.22,715.8,,,5212.9,0.799,0.757,-0.40084,0
Kepler-451 c,13.5,511.7037353,1.14,,,0.29,29564,0.48,0.203,1.45,0
Kepler-369 c,1.41,2.57,5.04,391,0.094,0,3591,0.5,0.471,-1.42022,0
TOI-1777.01,2.246,5.67,2.75,580,0.119466,,5859,1.06,0.98,0.01189,0
Kepler-1024 b,3.91,14.5,1.33,376,0.3033,0,5143,0.81,0.78,-0.34993,0
Kepler-253 c,2.65,7.51,2.22,680,0.089,0,5208,0.86,0.786,-0.38741,0
Kepler-171 c,2.56,7.08,2.32,752,0.098,0,5642,0.978,0.839,-0.07917,0
WASP-33 b,17.855937,665.21819,0.689,2781.7,0.0239,0,7430,1.495,1.444,0.81944,0
TOI-4145 A b,13.30506009,136.666215,0.32,1074,0.04823,0,5281,0.905,0.859,-0.28735,0
Kepler-709 b,2.92,8.85,1.95,613,0.1173,0,5071,0.8,0.77,-0.48148,0
TrES-4 b,18.04649,247.9074,0.099,1778,0.05084,0,6200,1.08,1.66,0.72552,0
Kepler-1987 b,1.23,2.04,6.02,997,0.0318,0,4769,0.799,0.714,-0.61631,0
Kepler-366 b,1.46,2.73,4.82,1326,0.045,0,6209,1.088,1.048,0.57277,0
K2-155 d,1.9,4.27,3.42,381,0.1937,,4258,0.65,0.58,-1.22915,0
Kepler-312 c,3.15,10.1,1.78,754,0.153,0,6115,1.314,1.467,0.59751,0
Kepler-245 e,1.75,1806.36,902,998,0.04053,0,5174,0.86,0.8,-0.39579,0
HD 102843 b,13.1,113.9,0.278,,4.074,0.11,5436,0.95,0.961488,-0.13814,0
Kepler-1066 b,2.36,6.17,2.58,1290,0.0298,0,5762,0.98,0.98,-0.18995,0
HD 108874 c,13.8,314.64,0.658,,2.659,0.239,5551,0.95,1.05,-0.00072,0
Kepler-49 e,1.56,1.03815,0.046,371,0.116,0,4252,0.549,0.559,-1.13077,0
Kepler-52 d,1.95,88.8775,18,332,0.182,0,4263,0.577,0.556,-0.99568,0
Kepler-562 b,5.21,23.7,0.921,658,0.1333,0,5575,0.93,0.9,0.01578,0
Kepler-711 b,3.41,11.5,1.59,487,0.1429,0,5222,0.84,0.8,-0.49939,0
NY Vir c,12.8,1760.7782,4.61,,,0.15,32780,0.459,0.151,1.37508,0
Kepler-1371 c,0.64,0.196,4.11,1216,0.02937,0,5361,0.87,0.83,-0.19829,0
Kepler-538 b,2.215,12.9,6.5,417,0.3554,0.21,5534,0.892,0.8717,-0.17887,0
WASP-4 b,15.12091496,381.3940884,0.647184,1653,0.02261,0.0034,5436,0.899,0.912,-0.17897,0
GJ 508.2 b,,587.982553,,,4.85,0.27,3720,0.54,0.53,-1.222,0
Kepler-108 c,8.18,50.9,0.511,426,0.721,0.04,5854,1.247,2.192,0.707,0
Kepler-392 b,1,0.972,5.34,1125,0.059,0,5938,0.874,1.129,0.19453,0
Kepler-946 b,1.93,4.38,3.35,857,0.1002,0,5665,0.94,0.93,0.13422,0
Kepler-296 d,2.09,5.02,1.9,403,0.118,0.33,3740,0.498,0.48,-1.50864,0
Kepler-336 c,2.1,5.06,3,967,0.092,0,5867,1.09,1.304,0.26,0
Kepler-245 c,2.18,26.7,9.4,568,0.124,0,5100,0.856,0.795,-0.39579,0
Kepler-397 b,2.46,6.62,2.44,539,0.144,0,5307,0.844,0.767,-0.376,0
Kepler-1046 b,1.71,3.57,3.92,786,0.11858,0,5913,1.04,1.04,0.06429,0
KMT-2021-BLG-1898L b,14,232.0147371,0.465,,1.9,,,0.48,,,0
Kepler-536 b,3.1,9.8,1.81,1877,0.02835,0,5524,0.92,0.89,-0.21446,0
Kepler-379 c,2.29,5.86,2.68,530,0.326,0,6054,1.125,1.306,0.27953,0
OGLE-2018-BLG-1700L b,12.9,1400,3.58,,2.8,,,0.42,,,0
TOI-4329 b,16.81347105,143.0227832,0.165,2027.12,,0.068,6000,1.538,2.31,0.79931,0
Kepler-306 b,1.52,2.92,4.57,830,0.05,0,4954,0.75,0.719,-0.4693,0
Kepler-121 b,2.34,6.08,2.61,997,0.039,0,5311,0.859,0.701,-0.47396,0
TOI-238 c,2.18,6.7,1.83,696,0.0749,0.36,5059,0.79,0.733,-0.47083,0
TOI-5005 b,6.25,32.7,0.74,1040,0.06614,,5749,0.97,0.93,-0.00451,0
MOA-bin-29 b,14.1,190,0.372,,0.48,,,0.03,,,0
TOI-1452 b,1.672,4.82,5.6,326,0.061,0,3185,0.249,0.275,-2.1549,0
WASP-63 b,15.80469,117.5971,0.173,1469.91,0.0574,0,5550,1.28,1.86,0.44936,0
Kepler-169 c,1.21,1.92,5.96,776,0.062,0,4997,0.825,0.763,-0.49611,0
Kepler-1395 b,0.8,0.437,4.69,1311,0.04974,0,6138,1.17,1.23,0.27693,0
Kepler-1197 b,1.25,2.1,5.91,1011,0.02869,0,4708,0.78,0.72,-0.66629,0
Kepler-324 b,1.14,2414.4,3,935,0.05,0,5194,0.901,0.84,-0.30825,0
Kepler-23 c,3.005,7.81,1.576894,1008,0.09501,0.021,5828,1.078,1.548,0.39783,0
Kepler-37 c,0.755,1.3,15,615,0.139,0.099,5357,0.79,0.789,-0.32187,0
OGLE-2016-BLG-1598L b,13.6,120.7747947,0.264,,2.5,,,0.55,,,0
OGLE-2018-BLG-1212L b,9.32,63.5656814,0.431,,1.68,,,0.16,,,0
K2-165 d,2.64809498,7.5,2.22,629.38,,,5185,0.834847,0.803827,-0.36982,0
OGLE-2015-BLG-0954L b,13.1,1100,2.69,,1.6,,,0.3,,,0
PSR J1719-1438 b,,382.8,23,,0.0044,0.06,4500,1.4,,,0
WASP-83 b,11.65736,95.349,0.35,1120,0.059,0,5510,1.11,1.05,-0.04966,0
GJ 687 c,4.14,16,1.24,,1.165,0.4,3413,0.4,0.4183,-1.672,0
Kepler-55 d,1.59,3.15,4.31,931,0.029,0,4503,0.631,0.619,-0.76324,0
HATS-11 b,18.03,263.7989,0.315,1596,0.0507,0.34,6563,1.33,1.54,0.40312,0
HD 199509 b,7.43,43.22466335,0.579,,0.426,0.373,5796.02,1.04,0.92,-0.08419,0
WASP-154 b,10.76062147,198.9605828,0.88,994,0.044,0,4774,0.8,0.823,-0.50063,0
HD 16141 b,10.9,82.6358,0.351,,0.36,0.25,5757,1.11,1.48,0.36558,0
Kepler-1343 b,1.93,4.38,3.35,1294,0.0449,0,5759,0.95,0.93,0.19529,0
Kepler-81 d,1.21,1.92,5.96,418,0.128,0,4500,0.648,0.595,-0.88941,0
Kepler-531 b,2.78,8.15,2.08,453,0.17446,0,4893,0.78,0.75,-0.55216,0
Kepler-376 c,1.79,3.86,3.7,873,0.115,0,5900,0.968,1.175,0.35663,0
TOI-199 b,9.07927437,54.03082919,0.397,358,0.4254,0.09,5255,0.936,0.82,-0.33819,0
KMT-2021-BLG-1077L b,9.86,69.92224954,0.401,,1.26,,,0.14,,,0
HAT-P-6 b,16.58932,419.5356,0.558,1675,0.05239,0,6570,1.79,1.62,0.55267,0
Kepler-1237 b,2.86,8.55,2.01,366,0.3778,0,5472,0.94,0.9,-0.25798,0
HD 110067 f,2.601,5.04,1.57,489,0.2163,,5266,0.798,0.788,-0.36224,0
Kepler-58 d,2.94,245.343,0.53,583,0.236,0,6099,1.024,1.127,-0.00422,0
Kepler-128 c,1.521,3.38,5.237935,843,0.16517,0.037,6072,1.184,1.659,0.57542,0
Kepler-1849 b,2.38685349,6.29,2.54,355,0.2597,0,4806,0.709,0.729,-0.66231,0
Kepler-316 c,1.16,1.65,5.81,577,0.058,0,4204,0.587,0.52,-0.93554,0
Kepler-54 d,1.53,12.0946,9.2,328,0.126,0,4252,0.518,0.554,-1.30103,0
Kepler-1001 b,3.15,10.1,1.78,693,0.11147,0,5491,0.9,0.88,-0.27856,0
Kepler-192 b,2.74,7.95,2.12,803,0.09,0,5479,1.028,1.007,-0.09429,0
Kepler-1075 b,1.42,2.6,4.99,818,0.0208,0,3959,0.56,0.54,-1.11289,0
HD 190647 b,13.4,630.89255,1.44,,2.231,0.224,5656,1.069,1.376,0.29667,0
Kepler-1376 b,1.05,1.16,5.51,1042,0.0598,0,5659,0.98,0.97,-0.07062,0
Kepler-127 b,1.4,2.54,5.09,884,0.125,0.47,6106,1.248,1.359,0.40651,0
K2-247 c,2.19,5.43,2.84,688,0.0615,,4667,0.74,0.69,-0.88154,0
Kepler-1917 b,1.88971288,4.23,3.44,675,0.103,0,5530,0.882,0.788,-0.29551,0
Kepler-1146 b,1.23,2.04,6.02,1019,0.0325,0,4692,0.74,0.7,-0.64244,0
Kepler-373 b,1.36,2.42,5.29,1054,0.06,0,5787,0.981,0.845,0.21244,0
Kepler-282 e,3.1,56.2,10.4,484,0.23332,0,5656,0.97,0.89,0.10587,0
Kepler-1807 b,2.70393215,7.77,2.16,1108,0.0988,0,6455,1.087,1.496,0.60255,0
Kepler-1113 b,2.81,8.3,2.06,558,0.2415,0,5931,1.12,1.17,0.07994,0
TOI-269 b,2.77,8.8,2.28,531,0.0345,0.425,3514,0.3917,0.398,-1.64675,0
TOI-1823 b,7.5406241,67.4,0.86,423.63,0.212,0,4927,0.8414,0.8049,-0.46092,0
Kepler-1540 b,2.49,6.76,2.41,266,0.4426,0,4540,0.74,0.69,-0.81759,0
K2-345 b,2.11,5.1,2.98,437,,,3779,0.56,0.52,-1.32045,0
TOI-2076 c,3.69441587,55,6,543.16,0.142,0,5192,0.8557,0.796,-0.37779,0
Kepler-1907 c,1.15547044,1.63,5.81,620,0.10371,0,5159,0.752,0.8,-0.62479,0
Kepler-1969 b,1.68161001,3.47,4.01,999,0.0717,0,6046,1.111,1.007,-0.1809,0
TOI-5799 b,1.858,4.11,3.52,518.01,0.034901,,3521,0.327,0.343,-1.82974,0
HIP 78530 b,12,7300,23.2,2700,740,,10500,2.5,2.10876,1.3684,0
Kepler-1491 b,1.51,2.89,4.61,821,0.127,0,5728,1,0.99,0.35471,0
TOI-132 b,3.42,22.4,3.08,1395,0.026,0.059,5397,0.97,0.9,-0.22185,0
Kepler-115 b,1.09,1.32,5.6,1489,0.036,0,5979,1.042,1.205,0.22007,0
Kepler-158 c,1.9,4.27,3.42,418,0.158,0,4623,0.655,0.624,-0.75667,0
K2-80 d,2.55211506,7.04,2.33,,,,5377,0.913111,0.841458,-0.43238,0
Kepler-116 b,3.42,11.6,1.59,1251,0.069,0,6142,1.198,1.454,0.42073,0
Kepler-1311 c,1.22,1.98,5.99,1671,0.03753,0,5748,1.05,1.4,0.47186,0
HATS-45 b,14.414774,222.481,0.41,1518,0.05511,0.24,6450,1.272,1.315,0.42488,0
EPIC 228836835 b,1.1,1.37,5.66,932,,,3782,0.418179,0.32,-1.61153,0
Kepler-251 c,2.77,8.1,2.09,655,0.122,0,5526,0.891,0.89,-0.17197,0
Kepler-195 c,1.55,3.02,4.46,469,0.197,0,5329,0.867,0.775,-0.36708,0
HD 135625 b,13.3,731.0053361,1.71,,5.4,0.16,6040.64,1.28,1.35743,0.34446,0
TOI-451 d,4.07,15.6,1.27,722,0.1208,0,5550,0.95,0.879,-0.1891,0
Kepler-1410 b,1.78,3.82,3.72,290,0.2543,0,4092,0.63,0.6,-1.158,0
TOI-5205 b,11.6,343,1.21,737,0.0199,0.02,3430,0.392,0.394,-1.7122,0
HD 216520 b,3.18,10.26,1.75,,0.198,0.09,5103,0.82,0.76,-0.452,0
Kepler-573 b,2.79,8.2,2.07,646,0.14527,0,5746,0.99,1.02,0.0286,0
Kepler-1295 b,1.55,3.02,4.46,1029,0.0464,0,5486,0.92,0.89,-0.28279,0
TOI-1860 b,1.31,2.27,5.55,1885,0.0204,,5752,0.99,0.94,-0.09475,0
K2-46 b,2.05,4.86,3.1,889,0.13821,,6256,0.96,1.29,0.41312,0
Kepler-1980 b,2.21,5.52,2.81,564,0.2049,0,5819,1.049,0.99,0.22397,0
GJ 900 b,12.4,3496.112477,10.1,,12000,,3976,1.08,0.716187,-0.921,0
Kepler-200 c,1.59,3.15,4.31,806,0.09,0,5678,0.972,0.944,0.00778,0
TOI-500 d,6.35,33.12,0.711,,,0.016,4440,0.74,0.678,-0.70002,0
Kepler-817 b,9.03,60.2,0.449,1124,0.0493,0,5861,1.03,1.03,0.08609,0
WASP-177 b,17.71022,161.45764,0.172,1142,0.03957,,5017,0.876,0.885,-0.41167,0
Kepler-305 e,1.7938153,3.87,3.68,1000,0.04017,0,4974,0.82,0.827279,-0.42318,0
HD 331093 b,13.6,476.7426105,1.04,,1.44,0.59,5544,1.03,1.1112,0.00646,0
TOI-5301 b,13.09208946,1182.321674,2.88,1648,0.073,0.33,6240,1.483,2.19,0.81624,0
Kepler-1121 b,1.91,4.31,3.4,1008,0.11818,0,6231,1.29,1.59,0.47495,0
WASP-38 b,13.78707,1093.3352,2.54,1250,0.07522,0.03,6180,1.76,1.52,0.45294,0
Kepler-124 c,1.75,3.71,3.8,560,0.1,0,4984,0.706,0.636,-0.46737,0
Kepler-446 b,1.5,2.86,4.66,648,0.0182,0,3359,0.22,0.24,-2.24766,0
Kepler-1952 b,1.23923346,2.07,5.98,725,0.1724,0,5973,0.922,1.305,0.291,0
Kepler-916 b,1.76,3.75,3.78,503,0.1885,0,5248,0.85,0.81,-0.27846,0
Kepler-242 c,2,4.66,3.2,613,0.109,0,5020,0.748,0.85,-0.61267,0
HD 39194 b,1.83,4,3.59,,0.056,0.207,5205,0.67,0.783742,-0.40894,0
Kepler-1198 b,1.47,2.76,4.77,830,0.0732,0,5517,0.93,0.9,-0.23165,0
K2-289 b,9.1,61,0.445,753,0.107,,5529,0.953,1.025,-0.50479,0
GJ 1002 b,1.03,1.08,5.43,230.9,0.0457,,3024,0.12,0.137,-2.85201,0
Kepler-657 b,3.52,12.2,1.54,616,0.17337,0,5808,1.01,1.01,0.27898,0
TOI-2046 b,16.14093221,731.0053361,0.955,1828.82,,,6250,1.13,1.21,0.27967,0
Kepler-315 c,4.15,16.1,1.24,291,0.791,0,5796,0.831,1.037,0.00383,0
Kepler-359 d,4.01,2.7,0.1,464,0.372,0,6248,0.827,1.086,-0.09657,0
Kepler-341 d,1.85,4.08,3.54,622,0.182,0,6012,0.976,1.024,0.12721,0
K2-320 b,2.62,7.37,2.25,698,0.0142,,3157,0.117,0.3,-2.12527,0
Kepler-229 d,3.85,14.2,1.37,439,0.22,0,5120,0.808,0.728,-0.53795,0
TRAPPIST-1 g,1.129,1.321,5.055986,197.3,0.04683,0.00208,2566,0.0898,0.1192,-3.25727,0
Kepler-65 b,1.42,2.4,4.4,1740,0.035,0.028,6211,1.25,1.41,0.4674,0
Kepler-1253 b,1.33,2.33,5.44,501,0.31444,0,5850,0.97,1.1,0.34479,0
KMT-2023-BLG-0735L b,6.97,38.77506565,0.629,,2.96,,,0.61,,,0
TOI-1693 b,1.41,2.57,5.04,764,0.0226,,3499,0.49,0.46,-1.55409,0
KMT-2017-BLG-0165L b,6.45,34,0.696,,3.45,,,0.76,,,0
Kepler-1993 b,4.15,16.1,1.24,903,0.1943,0,5159,1.373,3.062,0.778,0
Kepler-207 b,1.57,3.09,4.39,1930,0.029,0,5920,1.313,1.588,0.5343,0
Kepler-163 b,1.05,1.16,5.51,906,0.078,0,5776,0.882,0.917,-0.13799,0
BD+15 2375 b,13.8,337.21763,0.705,,0.576,0.001,4649,1.08,8.95,1.57,0
OGLE-2014-BLG-0221L b,12.9,1382.55357,3.54,,3.76,,,0.69,,,0
Kepler-1246 b,1.36,2.42,5.29,554,0.0848,0,4611,0.73,0.69,-0.7266,0
K2-49 b,1.93,4.38,3.35,,0.0309,,4175,0.51,0.45,-0.77386,0
GJ 676 A e,2.47,6.67439655,2.43,,0.181,0.152,3734,0.626,0.69,-1.04251,0
Kepler-37 e,0.37,8.1,879,401,0.25,0,5288,0.8,0.772,-0.32187,0
Kepler-1749 b,1.61301783,3.23,4.23,420,0.0956,0,3957,0.551,0.553,-0.94989,0
Kepler-245 b,2.57,146.78,0.12,753,0.071,0,5100,0.856,0.795,-0.39579,0
HIP 57274 c,14.2,130,0.249,,0.178,0.05,4640,0.73,0.68,0.19,0
TOI-431 d,3.29,9.9,1.36,633,0.098,0,4850,0.78,0.731,-0.56509,0
Kepler-999 b,2.34,6.08,2.61,1355,0.06918,0,6237,1.29,1.65,0.5381,0
Kepler-291 c,1.88,4.19,3.47,1035,0.065,0,6002,1.023,1.016,0.07135,0
Kepler-83 d,1.94,4.1,0.56,569,0.051,0,4648,0.58,0.594,-1.10237,0
TOI-2128 b,2.08874836,4.5,2.68,780.53,0.127,0,5968,1.0251,1.1174,0.15625,0
